chr_element	average_coord
Chr	680880.5
Chr	1968287.5
Chr	1762457.5
Chr	1689535
Chr	1563587.5
Chr	926130.5
Chr	1464527.5
Chr	988980.5
pNRC200	190453
Chr	1845887.5
Chr	1533947.5
pNRC200	241999
Chr	577230.5
Chr	140760.5
pNRC100	154953
Chr	267690.5
Chr	1863047.5
Chr	963030.5
Chr	1879531
pNRC200	247860.5
Chr	1961867.5
Chr	1579547.5
Chr	540960.5
Chr	1564097.5
Chr	1018597
Chr	192600.5
unmapped	NA
pNRC100	160349
Chr	1117457.5
Chr	1390157.5
Chr	1103297.5
Chr	712680.5
Chr	1428347.5
Chr	661770.5
Chr	938430.5
Chr	105870.5
Chr	795420.5
pNRC200	349860.5
Chr	525990.5
Chr	1436207
Chr	778617
Chr	754530.5
pNRC200	362070.5
Chr	992753
Chr	32190.5
pNRC200	28020.5
Chr	536670.5
Chr	1750907.5
Chr	1600067.5
Chr	190650.5
Chr	1099367.5
Chr	1731851
Chr	567540.5
unmapped	NA
Chr	1228547.5
Chr	1110317.5
Chr	457413
Chr	574560.5
Chr	167700.5
Chr	492270.5
Chr	1657727.5
Chr	139290.5
Chr	414210.5
Chr	983370.5
pNRC100	6330.5
pNRC200	191760.5
Chr	572130.5
Chr	1249187.5
Chr	638340.5
pNRC200	321330.5
Chr	59250.5
pNRC200	56310.5
Chr	1477727.5
Chr	507660.5
Chr	142020.5
pNRC200	343200.5
Chr	991410.5
pNRC200	272190.5
pNRC200	307500.5
Chr	73161
Chr	355770.5
Chr	1598371
Chr	901710.5
Chr	1650707.5
Chr	228120.5
Chr	959460.5
Chr	1307147.5
pNRC200	24330.5
Chr	389679
Chr	1882487.5
Chr	1718717.5
Chr	910650.5
Chr	69240.5
Chr	1097867.5
pNRC200	80010.5
Chr	562200.5
Chr	845760.5
Chr	1736777.5
Chr	300660.5
Chr	1745837.5
pNRC100	145530.5
pNRC100	115740.5
Chr	1185947.5
NA	NA
Chr	532290.5
Chr	74340.5
Chr	1318007.5
Chr	1496747.5
pNRC200	278940.5
Chr	593700.5
Chr	615270.5
Chr	420090.5
Chr	4890.5
Chr	256920.5
Chr	32310.5
Chr	1968527.5
Chr	1743827.5
pNRC200	132660.5
pNRC100	59070.5
pNRC200	261030.5
pNRC100	92190.5
Chr	941850.5
Chr	1584597
Chr	692190.5
Chr	983940.5
Chr	1246157.5
Chr	1230733
Chr	699210.5
Chr	994650.5
Chr	196770.5
Chr	969030.5
NA	NA
Chr	1704497.5
Chr	1948187.5
Chr	1444097.5
pNRC100	122370.5
Chr	1918277.5
Chr	1301867.5
Chr	422760.5
Chr	1346357.5
pNRC100	33543
Chr	735870.5
Chr	608640.5
pNRC100	91290.5
Chr	222687
pNRC200	230850.5
Chr	1828397.5
pNRC200	313200.5
Chr	1050737.5
Chr	912750.5
pNRC100	4140.5
Chr	848550.5
Chr	397290.5
Chr	1790537.5
Chr	481770.5
Chr	1698907
Chr	287370.5
Chr	909540.5
Chr	1069907.5
Chr	646983
Chr	563130.5
Chr	394410.5
pNRC200	137220.5
Chr	1326047.5
Chr	1387075
pNRC200	336240.5
Chr	1382247
Chr	650160.5
Chr	1362077.5
Chr	700470.5
Chr	914795
Chr	971027
pNRC200	243987
Chr	1243907.5
pNRC100	60420.5
Chr	1608827.5
pNRC200	354390.5
Chr	88710.5
Chr	1339487.5
Chr	709680.5
Chr	765060.5
Chr	1859237.5
Chr	1069367.5
Chr	1021740.5
pNRC100	96990.5
Chr	316530.5
Chr	470490.5
NA	NA
Chr	147810.5
pNRC200	281617
pNRC200	60750.5
Chr	1675787.5
pNRC200	114150.5
Chr	1964305
Chr	141463
Chr	595770.5
pNRC200	192510.5
Chr	52890.5
Chr	999600.5
Chr	316123
Chr	552600.5
Chr	1653227.5
Chr	269280.5
pNRC200	271350.5
Chr	371040.5
Chr	1275167.5
Chr	1869587.5
Chr	14089
Chr	1403447.5
Chr	1629377.5
Chr	1168679
Chr	1512737.5
Chr	1425677.5
pNRC200	127800.5
Chr	1865987.5
Chr	1393397.5
Chr	1974647.5
pNRC200	239580.5
Chr	1874117.5
Chr	1860287.5
Chr	376530.5
Chr	1175957.5
pNRC200	83700.5
unmapped	NA
Chr	326100.5
Chr	424650.5
Chr	696825
Chr	1796035
Chr	206730.5
Chr	124770.5
Chr	703710.5
pNRC200	61140.5
Chr	661590.5
pNRC200	195930.5
Chr	1548557.5
Chr	1188977.5
pNRC200	230100.5
Chr	1758947.5
Chr	1382237.5
Chr	1748147.5
Chr	296385
Chr	577170.5
Chr	1541717.5
Chr	1646537.5
pNRC200	67170.5
Chr	1501101
pNRC200	78840.5
pNRC100	146310.5
pNRC100	106710.5
Chr	951600.5
Chr	291660.5
pNRC200	89670.5
pNRC200	309270.5
Chr	1535867.5
Chr	1829689
Chr	1513517.5
Chr	1084997.5
Chr	1943147.5
Chr	1936037.5
pNRC200	103950.5
Chr	1671107.5
Chr	607081
Chr	448770.5
pNRC200	336450.5
Chr	1927247.5
Chr	1205717.5
Chr	853410.5
Chr	1167377.5
Chr	294990.5
Chr	384900.5
Chr	1940417.5
Chr	1210547.5
Chr	1085537.5
Chr	490499
Chr	1604057.5
pNRC200	138270.5
Chr	1534277.5
Chr	209790.5
Chr	521070.5
Chr	1888607.5
pNRC100	81480.5
Chr	936030.5
pNRC100	118033
NA	NA
Chr	689550.5
Chr	1646957.5
Chr	1037760.5
Chr	1836079
pNRC200	112260.5
pNRC100	184260.5
Chr	461531
Chr	500040.5
pNRC100	89400.5
Chr	1920137.5
pNRC100	109170.5
Chr	1312757.5
Chr	1269215
Chr	750217
Chr	194910.5
Chr	928800.5
pNRC200	246543
Chr	366840.5
pNRC200	168300.5
Chr	1092425
pNRC200	224760.5
Chr	605580.5
pNRC100	72167
pNRC200	164370.5
Chr	391620.5
Chr	182010.5
Chr	261330.5
Chr	954330.5
Chr	897030.5
pNRC100	147001
Chr	78273
Chr	1800579
Chr	1173107.5
Chr	1893737.5
Chr	421203
Chr	1921097.5
Chr	1783847.5
Chr	92520.5
Chr	1075727.5
Chr	1986857.5
Chr	451950.5
Chr	1695357
pNRC200	349500.5
Chr	565890.5
Chr	1611707.5
Chr	537930.5
Chr	1965527.5
Chr	571380.5
Chr	1729967.5
Chr	683460.5
Chr	1107017.5
Chr	360030.5
Chr	1620807
pNRC200	277925
pNRC100	71940.5
Chr	751860.5
pNRC200	162570.5
Chr	727290.5
Chr	620580.5
Chr	1326767.5
Chr	358950.5
Chr	1193687.5
pNRC200	100530.5
Chr	1917167.5
Chr	601320.5
pNRC200	225243
Chr	1035840.5
Chr	1816097.5
Chr	434640.5
Chr	1493927.5
Chr	883650.5
Chr	600975
Chr	1713527.5
Chr	1254647.5
Chr	435750.5
NA	NA
Chr	20195
Chr	940170.5
Chr	1256597.5
Chr	855810.5
Chr	944730.5
Chr	379500.5
pNRC200	256860.5
Chr	1529147.5
Chr	80400.5
Chr	1049807.5
Chr	867690.5
Chr	1531337.5
pNRC200	111570.5
Chr	1104347.5
Chr	975145
pNRC100	56190.5
Chr	1646057.5
pNRC100	188039
Chr	1877543
Chr	1957997.5
Chr	755897
Chr	1971347.5
Chr	1633607.5
pNRC100	26940.5
pNRC100	132930.5
Chr	817800.5
pNRC200	34410.5
Chr	875190.5
Chr	1776047.5
Chr	271170.5
Chr	892200.5
Chr	1334267.5
Chr	1145627.5
Chr	486090.5
Chr	1579067.5
Chr	1340777.5
Chr	74610.5
Chr	1807307.5
Chr	1625635
Chr	368310.5
pNRC200	129090.5
Chr	1961567.5
Chr	846330.5
Chr	1542467.5
Chr	1714277.5
pNRC100	27420.5
pNRC100	176190.5
pNRC200	16860.5
Chr	240600.5
NA	NA
Chr	1587707.5
Chr	582657
Chr	1211177.5
Chr	896220.5
Chr	826410.5
pNRC200	252450.5
pNRC100	151530.5
Chr	1754957.5
Chr	469625
Chr	1384519
pNRC200	57120.5
Chr	1749197.5
Chr	128910.5
Chr	1540217.5
Chr	1290077.5
Chr	701340.5
Chr	349560.5
Chr	1349747.5
Chr	1386917.5
Chr	799830.5
Chr	21930.5
Chr	1183007.5
Chr	756990.5
Chr	126000.5
Chr	1512167.5
Chr	579120.5
Chr	894063
pNRC100	108060.5
Chr	273600.5
Chr	1350767.5
Chr	1024135
Chr	998910.5
Chr	778759
Chr	1097253
pNRC100	131520.5
Chr	657450.5
Chr	1074227.5
Chr	1656467.5
Chr	60900.5
Chr	968850.5
Chr	518473
Chr	1906847.5
Chr	1070867.5
Chr	169290.5
Chr	161700.5
pNRC100	91800.5
Chr	13170.5
Chr	611310.5
pNRC200	207480.5
Chr	330720.5
Chr	142350.5
Chr	457890.5
Chr	1156247.5
Chr	1898537.5
Chr	1038761
Chr	24600.5
Chr	958531
unmapped	NA
Chr	697980.5
Chr	1294277.5
pNRC200	262470.5
pNRC100	26070.5
Chr	1957367.5
Chr	580590.5
pNRC100	173310.5
NA	NA
Chr	546210.5
pNRC100	154260.5
pNRC200	215610.5
Chr	1908077.5
Chr	1529267.5
Chr	1906997.5
Chr	94800.5
Chr	1012530.5
unmapped	NA
Chr	526290.5
Chr	332280.5
pNRC100	77520.5
pNRC200	309150.5
pNRC200	276930.5
Chr	1410557.5
Chr	951780.5
Chr	529710.5
Chr	408360.5
Chr	1733387.5
Chr	1428797.5
pNRC200	246969
Chr	1221497.5
Chr	93120.5
Chr	1645847.5
Chr	93390.5
Chr	1437257.5
Chr	1055789
Chr	1187507.5
Chr	1223627.5
Chr	1591907.5
Chr	609600.5
Chr	1399757.5
Chr	627840.5
Chr	617040.5
Chr	1863059
Chr	174720.5
Chr	361989
Chr	212070.5
Chr	646110.5
Chr	1055597.5
Chr	276840.5
pNRC100	154350.5
Chr	231065
Chr	661860.5
NA	NA
Chr	1382389
Chr	752460.5
Chr	641520.5
Chr	449010.5
pNRC200	163170.5
Chr	189175
Chr	510990.5
Chr	66930.5
Chr	1486307.5
Chr	1485055
Chr	669540.5
Chr	123060.5
Chr	579150.5
Chr	1681517.5
Chr	1063787.5
Chr	916530.5
pNRC100	182820.5
Chr	1226777.5
Chr	1424237.5
pNRC100	115050.5
Chr	1338677.5
Chr	1489315
Chr	820440.5
Chr	1099997.5
Chr	1836677.5
Chr	2010497.5
Chr	1759457.5
Chr	352650.5
Chr	1200017.5
Chr	1067207.5
Chr	367680.5
Chr	372300.5
Chr	602010.5
Chr	1130481
Chr	1716287.5
Chr	1831787.5
Chr	27330.5
pNRC200	291660.5
pNRC200	241573
pNRC200	117749
Chr	1680497.5
Chr	571800.5
Chr	732390.5
Chr	1049627.5
Chr	437100.5
Chr	1675067.5
Chr	787260.5
Chr	1688717.5
Chr	693690.5
Chr	924060.5
Chr	1584257.5
Chr	1385327.5
pNRC200	359160.5
pNRC100	51293
Chr	1451747.5
Chr	690570.5
Chr	532800.5
Chr	868650.5
Chr	1468157
Chr	264540.5
Chr	378750.5
pNRC200	77730.5
Chr	107820.5
pNRC200	104970.5
Chr	1284587.5
Chr	1391117.5
pNRC200	3000.5
Chr	161940.5
pNRC100	1350.5
Chr	558690.5
Chr	176010.5
Chr	1346447.5
pNRC100	139440.5
Chr	273660.5
Chr	1491167.5
Chr	401190.5
Chr	1690337.5
Chr	626310.5
Chr	890250.5
Chr	1073397
pNRC100	122070.5
Chr	2012357.5
Chr	56940.5
Chr	1804555
Chr	953400.5
pNRC100	185199
Chr	1645337.5
Chr	1120817.5
Chr	633930.5
Chr	1928947
Chr	1304417.5
Chr	1559117.5
Chr	328020.5
Chr	949159
Chr	1343417.5
pNRC100	96300.5
Chr	1160237.5
Chr	1293137.5
unmapped	NA
Chr	1793627.5
pNRC200	76290.5
Chr	141690.5
Chr	1831517.5
Chr	1921067.5
Chr	82959
Chr	868860.5
Chr	1216907.5
Chr	700020.5
Chr	1241417.5
Chr	185100.5
Chr	1402577.5
Chr	598020.5
pNRC100	12180.5
Chr	1636607.5
Chr	1402817.5
Chr	1849577.5
pNRC100	134363
Chr	1475717.5
Chr	540030.5
pNRC100	45420.5
Chr	128160.5
pNRC200	323310.5
pNRC200	9810.5
Chr	421890.5
Chr	1326299
Chr	1300577.5
Chr	538290.5
Chr	1635677.5
Chr	766290.5
Chr	1907657.5
Chr	458190.5
Chr	1448277
pNRC100	176940.5
Chr	417720.5
Chr	1693607.5
Chr	1643987.5
Chr	321960.5
Chr	620250.5
Chr	1226987.5
pNRC200	162900.5
pNRC100	99270.5
Chr	761577
Chr	1462307.5
Chr	975570.5
Chr	419310.5
Chr	697890.5
Chr	352410.5
Chr	1902917.5
Chr	1249067.5
Chr	1029720.5
Chr	1179917.5
Chr	413251
Chr	966360.5
Chr	516911
Chr	1710677.5
Chr	34800.5
Chr	425460.5
pNRC100	50910.5
Chr	1667809
Chr	117000.5
Chr	1362647.5
pNRC200	205770.5
Chr	985680.5
Chr	968610.5
Chr	1031520.5
Chr	1314857.5
Chr	1854527.5
Chr	1997107
NA	NA
pNRC100	6120.5
Chr	1533903
Chr	1437407.5
pNRC100	87330.5
Chr	1531577.5
Chr	1162547.5
NA	NA
Chr	602821
Chr	54660.5
pNRC200	80610.5
pNRC200	240090.5
pNRC200	210630.5
Chr	55830.5
Chr	1394237.5
Chr	987420.5
Chr	335580.5
pNRC200	344580.5
pNRC100	174180.5
Chr	1182077.5
Chr	1926257.5
pNRC200	160800.5
pNRC100	97770.5
Chr	1364639
Chr	760800.5
Chr	1200467.5
pNRC200	278067
Chr	507360.5
Chr	1876697.5
Chr	561840.5
Chr	718320.5
Chr	1944347.5
Chr	1020443
pNRC200	83580.5
Chr	1603199
Chr	1489741
Chr	1472117.5
Chr	1649207.5
Chr	1647827.5
pNRC200	197100.5
Chr	926670.5
Chr	1431527.5
Chr	695547
Chr	349230.5
pNRC200	108240.5
Chr	647730.5
Chr	122293
pNRC200	38640.5
Chr	61091
Chr	1526661
Chr	108803
Chr	1069427.5
Chr	552127
Chr	192030.5
pNRC200	269670.5
Chr	887730.5
Chr	1813337.5
pNRC100	189175
Chr	170820.5
pNRC100	7920.5
Chr	497970.5
NA	NA
Chr	1197017.5
Chr	824340.5
Chr	1984217.5
Chr	1168277.5
Chr	1327787.5
Chr	309570.5
Chr	1523027.5
Chr	1291367
pNRC200	166920.5
Chr	1140137
Chr	576240.5
Chr	1439117.5
Chr	1976777.5
pNRC100	184230.5
Chr	979380.5
Chr	1365437.5
Chr	364080.5
Chr	1328657.5
Chr	389970.5
unmapped	NA
Chr	1377767.5
Chr	430260.5
Chr	1048080.5
Chr	283050.5
Chr	1589927.5
Chr	1556147.5
Chr	1064267.5
Chr	1593827
Chr	1717487.5
Chr	288859
Chr	1082837.5
pNRC200	251820.5
Chr	1026360.5
Chr	1532297.5
pNRC200	322650.5
Chr	1991777.5
Chr	940530.5
Chr	1889567.5
Chr	1124057.5
Chr	1579127.5
Chr	74013
Chr	697677
Chr	408240.5
Chr	1529447.5
Chr	701085
Chr	1918367.5
Chr	1267517.5
Chr	1711667.5
Chr	200550.5
Chr	1348787.5
Chr	479250.5
Chr	494190.5
Chr	394081
pNRC200	315240.5
Chr	1039890.5
Chr	410730.5
pNRC200	31770.5
Chr	1012775
pNRC100	140070.5
Chr	1689227.5
Chr	1095265
Chr	1924937.5
Chr	486239
Chr	989629
Chr	1161917.5
Chr	1745687.5
Chr	700170.5
Chr	590580.5
Chr	918420.5
Chr	228570.5
Chr	1721327.5
Chr	99005
Chr	477240.5
Chr	1323617.5
Chr	143340.5
Chr	395190.5
pNRC200	162420.5
Chr	855540.5
pNRC100	119160.5
pNRC200	82440.5
Chr	931890.5
Chr	314370.5
Chr	1680377.5
Chr	16361
pNRC100	73470.5
Chr	1671167.5
Chr	1575509
Chr	647640.5
Chr	953910.5
pNRC200	215700.5
Chr	320490.5
Chr	1350077.5
pNRC200	137370.5
pNRC100	130813
Chr	1740557.5
Chr	1444607.5
Chr	178525
Chr	771060.5
Chr	468347
Chr	365460.5
pNRC200	298440.5
Chr	69185
Chr	401880.5
Chr	1460207.5
Chr	607507
Chr	1797107.5
Chr	698940.5
pNRC200	7530.5
Chr	1117787.5
Chr	466020.5
Chr	1199147.5
Chr	577800.5
Chr	84750.5
pNRC200	234473
Chr	1174187.5
Chr	952440.5
Chr	1045920.5
Chr	1496237.5
Chr	405690.5
pNRC200	236100.5
Chr	1687967.5
Chr	981060.5
Chr	1236347.5
pNRC100	150090.5
Chr	1673687.5
Chr	434250.5
Chr	39630.5
pNRC100	10710.5
Chr	1445987.5
Chr	121350.5
Chr	1353677.5
pNRC100	20820.5
Chr	1028730.5
Chr	524430.5
Chr	1671467.5
Chr	1652297.5
pNRC100	44340.5
Chr	1190267.5
Chr	486690.5
pNRC200	132375
Chr	491340.5
Chr	784710.5
Chr	1543701
Chr	645600.5
Chr	377310.5
Chr	1032371
Chr	733890.5
Chr	905849
pNRC100	149340.5
Chr	732420.5
pNRC200	131460.5
pNRC200	319200.5
Chr	1322777.5
Chr	1083479
pNRC200	228935
Chr	513780.5
Chr	1526747.5
pNRC200	31470.5
Chr	566340.5
Chr	1072971
pNRC100	46800.5
pNRC200	213031
Chr	81960.5
Chr	1802417.5
Chr	286290.5
Chr	2730.5
Chr	697500.5
pNRC100	25920.5
Chr	785460.5
Chr	1646417.5
Chr	1228487.5
Chr	1395737.5
Chr	771180.5
Chr	1593437.5
Chr	1877237.5
Chr	928590.5
Chr	1874135
Chr	719687
Chr	245220.5
Chr	1071977.5
Chr	1555547.5
Chr	937920.5
pNRC100	179945
pNRC200	78240.5
pNRC200	275640.5
Chr	539460.5
Chr	1837367.5
Chr	985511
Chr	1857887.5
Chr	1268327.5
Chr	49320.5
pNRC100	84000.5
pNRC100	180960.5
Chr	1367297.5
Chr	1785527
Chr	525289
Chr	51180.5
pNRC100	144840.5
Chr	1115571
Chr	692820.5
Chr	149070.5
Chr	63750.5
Chr	848460.5
Chr	915210.5
pNRC100	86700.5
pNRC100	32520.5
pNRC200	193680.5
Chr	1854857.5
Chr	1178297.5
Chr	1915883
Chr	1840727.5
Chr	1711757.5
Chr	1495097.5
pNRC200	327420.5
Chr	1777427.5
pNRC100	153930.5
Chr	792930.5
Chr	1910537.5
Chr	911790.5
pNRC200	163290.5
Chr	1358087.5
Chr	1724041
pNRC100	55500.5
Chr	1792187.5
pNRC200	362670.5
Chr	1345487.5
Chr	399990.5
pNRC200	317190.5
Chr	1933757.5
Chr	340320.5
Chr	648600.5
Chr	1302767.5
Chr	1251917.5
Chr	1798967.5
Chr	81600.5
pNRC100	30600.5
Chr	337281
Chr	1011071
Chr	527220.5
Chr	1026810.5
Chr	1052807
Chr	491460.5
Chr	1705757.5
pNRC100	88590.5
Chr	1263587.5
pNRC200	96570.5
pNRC100	128310.5
Chr	1415297.5
Chr	144600.5
Chr	900300.5
Chr	367890.5
Chr	589110.5
Chr	1972337.5
Chr	1782227.5
Chr	1408037.5
Chr	351339
Chr	1095017.5
Chr	1296167.5
pNRC100	129960.5
Chr	1177877.5
Chr	1148387.5
pNRC200	231930.5
pNRC200	14490.5
Chr	1858373
pNRC200	284220.5
Chr	1280597.5
Chr	810709
Chr	364290.5
Chr	283179
unmapped	NA
Chr	1228517.5
Chr	30420.5
pNRC200	131790.5
Chr	884833
Chr	236035
Chr	168301
Chr	26880.5
Chr	877020.5
Chr	1681697.5
pNRC200	161700.5
Chr	1090217.5
Chr	835980.5
Chr	811770.5
pNRC100	153840.5
pNRC200	152490.5
unmapped	NA
Chr	969891
Chr	423930.5
pNRC100	55680.5
NA	NA
Chr	1910087.5
Chr	863130.5
Chr	726750.5
Chr	593370.5
Chr	1117097.5
Chr	1961447.5
pNRC200	205170.5
Chr	146310.5
Chr	1957847.5
Chr	1455497.5
Chr	1789277.5
pNRC200	38790.5
pNRC100	134079
Chr	390360.5
Chr	2010597
Chr	1855249
Chr	142173
Chr	398483
Chr	1083077.5
Chr	883140.5
Chr	1909277.5
Chr	709140.5
Chr	1693007.5
Chr	1663787.5
pNRC100	134970.5
Chr	1525809
Chr	1211777.5
Chr	3297
Chr	20580.5
Chr	1793957.5
Chr	483090.5
Chr	1054217.5
Chr	1596197.5
Chr	1934987.5
Chr	782460.5
Chr	1253687.5
Chr	1258707
Chr	1614647.5
Chr	935130.5
Chr	15367
pNRC200	359070.5
pNRC200	234300.5
Chr	155490.5
Chr	1974737.5
Chr	1601867.5
Chr	822840.5
Chr	708090.5
Chr	1264097.5
Chr	785670.5
Chr	542820.5
Chr	316560.5
Chr	1155887.5
Chr	790140.5
Chr	990510.5
pNRC200	60690.5
Chr	847740.5
Chr	497741
Chr	403080.5
Chr	1132277.5
Chr	1362767.5
Chr	1830857.5
Chr	1037970.5
Chr	1890227.5
Chr	2008517.5
pNRC100	84570.5
Chr	1569137.5
Chr	72990.5
pNRC100	59820.5
Chr	667860.5
Chr	1807637.5
pNRC200	136800.5
Chr	442500.5
Chr	1793687.5
Chr	368400.5
pNRC100	19590.5
Chr	137280.5
Chr	1921157.5
Chr	1848557.5
Chr	575880.5
Chr	1866325
Chr	825335
pNRC200	333510.5
Chr	1592777.5
pNRC200	32280.5
Chr	1036080.5
Chr	1073117.5
Chr	485010.5
NA	NA
Chr	669120.5
Chr	271140.5
Chr	271961
Chr	203340.5
Chr	1862537.5
Chr	446010.5
pNRC200	364260.5
pNRC200	267270.5
Chr	897090.5
Chr	291273
pNRC100	21510.5
Chr	1283567.5
Chr	758430.5
Chr	1795037.5
Chr	1507065
Chr	864420.5
Chr	959383
pNRC200	21360.5
Chr	423780.5
Chr	408630.5
Chr	371160.5
Chr	968370.5
Chr	23580.5
Chr	1890107.5
pNRC100	93270.5
Chr	128700.5
Chr	1353705
pNRC100	180510.5
pNRC200	135000.5
pNRC200	170220.5
Chr	128967
Chr	1649867.5
Chr	1681487.5
Chr	1973807.5
Chr	1267637.5
Chr	1793417.5
NA	NA
pNRC200	291960.5
Chr	1920467.5
pNRC100	53130.5
Chr	1273967.5
Chr	994883
Chr	1954337.5
Chr	1914797.5
Chr	1682987.5
Chr	809070.5
Chr	1096037.5
Chr	1238117.5
pNRC100	109500.5
Chr	1484747.5
Chr	1051457.5
Chr	1978427.5
Chr	171840.5
Chr	843810.5
pNRC100	25320.5
pNRC100	20610.5
Chr	947010.5
Chr	199257
pNRC200	8070.5
pNRC200	258613
pNRC100	54000.5
Chr	1238897.5
Chr	1393787.5
pNRC100	180360.5
Chr	1938527.5
Chr	548130.5
Chr	1308167.5
Chr	1599227.5
Chr	1043280.5
Chr	1446197.5
Chr	1869023
Chr	463830.5
Chr	898770.5
pNRC200	259140.5
Chr	1857977.5
Chr	534300.5
Chr	84521
Chr	1311389
Chr	1485887.5
pNRC200	118530.5
Chr	1489397.5
Chr	69060.5
Chr	1388657.5
Chr	1515347.5
Chr	1095737.5
Chr	260250.5
Chr	869010.5
Chr	1614047.5
Chr	1164107.5
Chr	1185677.5
Chr	1769477.5
pNRC200	8880.5
Chr	658200.5
Chr	1572017.5
NA	NA
Chr	1520271
Chr	348660.5
Chr	306750.5
Chr	1770317.5
Chr	1377497.5
Chr	1000590.5
pNRC200	234780.5
pNRC200	165120.5
Chr	1428917.5
Chr	1971857.5
Chr	1878797.5
pNRC200	84990.5
Chr	1846517.5
unmapped	NA
Chr	1254677.5
Chr	29993
pNRC200	271890.5
Chr	716190.5
Chr	937080.5
Chr	1803167.5
Chr	1238543
Chr	1556387.5
Chr	1677047.5
Chr	1599707.5
pNRC200	163473
Chr	1549577.5
Chr	1621937.5
Chr	1065497.5
pNRC200	33300.5
Chr	497280.5
Chr	798870.5
Chr	50520.5
Chr	844680.5
Chr	919765
Chr	350550.5
Chr	78600.5
pNRC100	142530.5
Chr	332430.5
pNRC100	146130.5
Chr	1730957.5
Chr	125133
Chr	1678175
Chr	551910.5
Chr	1427747.5
Chr	754290.5
NA	NA
pNRC100	55260.5
Chr	1950647.5
Chr	274590.5
pNRC200	316710.5
pNRC100	10980.5
Chr	1732037.5
Chr	570300.5
Chr	1450307.5
Chr	1528007.5
Chr	515010.5
pNRC100	45570.5
Chr	1469717.5
Chr	1829237.5
pNRC100	102660.5
Chr	1364177.5
Chr	1064447.5
Chr	1959619
Chr	384240.5
Chr	897180.5
Chr	810810.5
Chr	1537157.5
Chr	1435487.5
Chr	1969997.5
Chr	1668287.5
Chr	1452047.5
Chr	1357397.5
Chr	1948997.5
Chr	113063
pNRC200	266849
Chr	1722857.5
Chr	690000.5
NA	NA
Chr	1509917.5
Chr	1844597.5
Chr	1999397.5
Chr	1501157.5
Chr	1231727.5
Chr	1739147.5
Chr	472020.5
Chr	792900.5
Chr	1841901
Chr	1832657.5
Chr	1336967.5
pNRC100	132180.5
pNRC200	82380.5
Chr	656790.5
Chr	1836617.5
Chr	1493447.5
pNRC200	249540.5
Chr	1052327.5
pNRC200	359460.5
Chr	312030.5
pNRC100	25230.5
Chr	1073357.5
Chr	586620.5
pNRC200	209550.5
Chr	378180.5
Chr	1508485
Chr	1174217
Chr	1170467.5
pNRC200	143130.5
pNRC200	157920.5
NA	NA
Chr	835275
Chr	1224647.5
Chr	1098707.5
Chr	1083047.5
Chr	950130.5
Chr	863400.5
pNRC200	312720.5
Chr	7650.5
Chr	496860.5
Chr	184915
Chr	69000.5
Chr	1545857.5
pNRC200	65550.5
Chr	854040.5
Chr	1883717.5
Chr	297060.5
pNRC200	290280.5
pNRC200	111030.5
Chr	1485317.5
pNRC200	279990.5
Chr	385110.5
pNRC100	155010.5
Chr	1189695
Chr	1907297.5
Chr	1049541
pNRC200	207690.5
Chr	673260.5
Chr	612210.5
Chr	1826597.5
Chr	509820.5
Chr	1674887.5
pNRC200	356370.5
Chr	1736897.5
Chr	1644947
Chr	316080.5
pNRC200	60120.5
Chr	150900.5
Chr	1618367.5
pNRC200	180210.5
Chr	412290.5
Chr	684613
Chr	1797467.5
Chr	1057635
Chr	1709357.5
pNRC200	349080.5
Chr	35100.5
Chr	1285337.5
Chr	888540.5
pNRC200	48840.5
Chr	631620.5
Chr	814950.5
pNRC200	280560.5
Chr	1146167.5
Chr	574950.5
Chr	1366627
Chr	1863977.5
Chr	1203887.5
Chr	1444877.5
Chr	1234757.5
Chr	1351397.5
Chr	1587977.5
pNRC100	63990.5
Chr	311160.5
pNRC200	68670.5
Chr	1793195
Chr	408450.5
Chr	1220567.5
Chr	314910.5
Chr	455070.5
pNRC100	78480.5
Chr	327270.5
Chr	1131797.5
Chr	1628627.5
pNRC100	115980.5
pNRC100	64499
Chr	956730.5
Chr	2009057.5
Chr	596289
NA	NA
Chr	366390.5
pNRC100	160170.5
pNRC100	12840.5
Chr	1848857.5
Chr	73350.5
pNRC200	128820.5
Chr	1075277.5
Chr	1436207.5
Chr	1635917.5
Chr	1397807.5
Chr	1050257.5
Chr	1493717
Chr	278220.5
Chr	1795487.5
pNRC200	126570.5
Chr	1320407.5
Chr	1749827.5
Chr	1491107.5
pNRC200	175530.5
Chr	1777997.5
Chr	743400.5
Chr	1208027.5
Chr	146940.5
Chr	367020.5
Chr	216840.5
Chr	1842327
Chr	312450.5
Chr	971490.5
Chr	74850.5
Chr	1176647.5
pNRC200	146100.5
pNRC100	178350.5
Chr	1230875
Chr	1062767.5
Chr	1495727.5
Chr	1287249
Chr	99180.5
Chr	1612487.5
pNRC200	130103
pNRC200	290640.5
pNRC200	176520.5
pNRC100	186180.5
Chr	1590287.5
Chr	1148777.5
Chr	603900.5
Chr	181800.5
Chr	1285727.5
Chr	1384127.5
Chr	42120.5
Chr	1598513
Chr	423049
Chr	1083767.5
Chr	1541177.5
Chr	1013910.5
Chr	1710527.5
Chr	694800.5
Chr	791700.5
pNRC200	18630.5
pNRC200	90570.5
Chr	780321
pNRC200	115770.5
Chr	387060.5
Chr	1198925
pNRC200	4200.5
Chr	970470.5
Chr	1137581
Chr	729030.5
